Year,User,Rpt_Area,TotalRF_n,YE_n,Black_n,Pelagic_n,Nonpel_n,NotYE_Nonpel_n,pYE,var_pYE,pYE_avgRptArea,var_pYE_avgRptArea,pBRF,var_pBRF,pBRF_avgRptArea,var_pBRF_avgRptArea,pPel,var_pPel,pPel_avgRptArea,var_pPel_avgRptArea,pNonpel,var_pNonpel,pNonpel_avgRptArea,var_pNonpel_avgRptArea,pYEinNonpel,var_pYEinNonpel,pYEinNonpel_avgRptArea,var_pYEinNonpel_avgRptArea,pBRFinPel,varBRFinPel,pBRFinPel_avgRptArea,var_pBRFinPel_avgRptArea,DSR_n,pDSR,var_pDSR,pDSR_avgRptArea,var_DSR_avgRptArea,pDSRinNonP,var_pDSRinNonP,pDSRinNonP_avgRptArea,var_DSRinNonP_avgRptArea,Slope_n,pSlope,var_pSlope,pSlope_avgRptArea,var_pSlopeAvgRptArea,pSlopeinNonP,var_pSlopeinNonP,pSlopeinNonP_avgRptArea,var_pSlopeinNonPAvgRptArea
2018,charter,NSEO,3767,263,2920,3199,568,305,0.06981683,1.72E-05,0.131989124,0.004533891,0.775152641,4.63E-05,0.669023396,0.005515361,0.849216883,3.40E-05,0.710663948,0.008944978,0.150783117,3.40E-05,0.289336052,0.00892797,0.463028169,0.000438506,0.439269953,0.008609547,0.912785245,2.49E-05,0.944457866,0.00105383,501,0.13299708,3.06E-05,0.268369625,0.010001909,0.882042254,0.000183499,0.91365352,0.003097931,67,0.017786037,4.64E-06,0.020966427,0.000105314,0.117957746,0.000183499,0.08634648,0.003091062
2019,charter,NSEO,3711,233,2763,3112,599,366,0.062786311,1.59E-05,0.131989124,0.004533891,0.74454325,5.13E-05,0.669023396,0.005515361,0.838587982,3.65E-05,0.710663948,0.008944978,0.161412018,3.65E-05,0.289336052,0.00892797,0.388981636,0.00039745,0.439269953,0.008609547,0.88785347,3.20E-05,0.944457866,0.00105383,450,0.121261116,2.87E-05,0.268369625,0.010001909,0.751252087,0.000312496,0.91365352,0.003097931,149,0.040150903,1.04E-05,0.020966427,0.000105314,0.248747913,0.000312496,0.08634648,0.003091062
1998,private,NSEO,0,,,,,,,,0.1884221,0.013004187,,,0.606032616,0.022931694,,,0.649849958,0.024139556,,,0.350150042,0.024156104,,,0.483140812,0.006521793,,,0.944573651,0.000664291,,,,0.324617323,0.022102109,,,0.937204344,0.001879997,,,,0.025532719,0.000547684,,,0.062795656,0.001882983
1999,private,NSEO,0,,,,,,,,0.1884221,0.013004187,,,0.606032616,0.022931694,,,0.649849958,0.024139556,,,0.350150042,0.024156104,,,0.483140812,0.006521793,,,0.944573651,0.000664291,,,,0.324617323,0.022102109,,,0.937204344,0.001879997,,,,0.025532719,0.000547684,,,0.062795656,0.001882983
2000,private,NSEO,0,,,,,,,,0.1884221,0.013004187,,,0.606032616,0.022931694,,,0.649849958,0.024139556,,,0.350150042,0.024156104,,,0.483140812,0.006521793,,,0.944573651,0.000664291,,,,0.324617323,0.022102109,,,0.937204344,0.001879997,,,,0.025532719,0.000547684,,,0.062795656,0.001882983
2001,private,NSEO,0,,,,,,,,0.1884221,0.013004187,,,0.606032616,0.022931694,,,0.649849958,0.024139556,,,0.350150042,0.024156104,,,0.483140812,0.006521793,,,0.944573651,0.000664291,,,,0.324617323,0.022102109,,,0.937204344,0.001879997,,,,0.025532719,0.000547684,,,0.062795656,0.001882983
2002,private,NSEO,0,,,,,,,,0.1884221,0.013004187,,,0.606032616,0.022931694,,,0.649849958,0.024139556,,,0.350150042,0.024156104,,,0.483140812,0.006521793,,,0.944573651,0.000664291,,,,0.324617323,0.022102109,,,0.937204344,0.001879997,,,,0.025532719,0.000547684,,,0.062795656,0.001882983
2003,private,NSEO,0,,,,,,,,0.1884221,0.013004187,,,0.606032616,0.022931694,,,0.649849958,0.024139556,,,0.350150042,0.024156104,,,0.483140812,0.006521793,,,0.944573651,0.000664291,,,,0.324617323,0.022102109,,,0.937204344,0.001879997,,,,0.025532719,0.000547684,,,0.062795656,0.001882983
2004,private,NSEO,0,,,,,,,,0.1884221,0.013004187,,,0.606032616,0.022931694,,,0.649849958,0.024139556,,,0.350150042,0.024156104,,,0.483140812,0.006521793,,,0.944573651,0.000664291,,,,0.324617323,0.022102109,,,0.937204344,0.001879997,,,,0.025532719,0.000547684,,,0.062795656,0.001882983
2005,private,NSEO,0,,,,,,,,0.1884221,0.013004187,,,0.606032616,0.022931694,,,0.649849958,0.024139556,,,0.350150042,0.024156104,,,0.483140812,0.006521793,,,0.944573651,0.000664291,,,,0.324617323,0.022102109,,,0.937204344,0.001879997,,,,0.025532719,0.000547684,,,0.062795656,0.001882983
2006,private,NSEO,66,26,25,25,41,15,0.393939394,0.003673095,0.1884221,0.013004187,0.378787879,0.003620117,0.606032616,0.022931694,0.378787879,0.003620117,0.649849958,0.024139556,0.621212121,0.003620117,0.350150042,0.024156104,,,0.483140812,0.006521793,,,0.944573651,0.000664291,37,0.560606061,0.003789645,0.324617323,0.022102109,,,0.937204344,0.001879997,4,0.060606061,0.000875892,0.025532719,0.000547684,,,0.062795656,0.001882983
2007,private,NSEO,61,27,20,21,40,13,0.442622951,0.004111798,0.1884221,0.013004187,0.327868852,0.003672848,0.606032616,0.022931694,0.344262295,0.003762429,0.649849958,0.024139556,0.655737705,0.003762429,0.350150042,0.024156104,,,0.483140812,0.006521793,,,0.944573651,0.000664291,39,0.639344262,0.003843053,0.324617323,0.022102109,,,0.937204344,0.001879997,1,0.016393443,0.000268745,0.025532719,0.000547684,,,0.062795656,0.001882983
2008,private,NSEO,101,20,64,65,36,16,0.198019802,0.00158808,0.1884221,0.013004187,0.633663366,0.002321341,0.606032616,0.022931694,0.643564356,0.002293893,0.649849958,0.024139556,0.356435644,0.002293893,0.350150042,0.024156104,,,0.483140812,0.006521793,0.984615385,0.000236686,0.944573651,0.000664291,28,0.277227723,0.002003725,0.324617323,0.022102109,,,0.937204344,0.001879997,8,0.079207921,0.00072934,0.025532719,0.000547684,,,0.062795656,0.001882983
2009,private,NSEO,78,18,28,39,39,21,0.230769231,0.002305387,0.1884221,0.013004187,0.358974359,0.002988465,0.606032616,0.022931694,0.5,0.003246753,0.649849958,0.024139556,0.5,0.003246753,0.350150042,0.024156104,,,0.483140812,0.006521793,,,0.944573651,0.000664291,35,0.448717949,0.003212599,0.324617323,0.022102109,,,0.937204344,0.001879997,4,0.051282051,0.000631847,0.025532719,0.000547684,,,0.062795656,0.001882983
2010,private,NSEO,162,44,89,93,69,25,0.271604938,0.001228793,0.1884221,0.013004187,0.549382716,0.001537648,0.606032616,0.022931694,0.574074074,0.001518714,0.649849958,0.024139556,0.425925926,0.001518714,0.350150042,0.024156104,0.637681159,0.003397704,0.483140812,0.006521793,0.956989247,0.0004474,0.944573651,0.000664291,69,0.425925926,0.001518714,0.324617323,0.022102109,1,0,0.937204344,0.001879997,0,0,0,0.025532719,0.000547684,0,0,0.062795656,0.001882983
2011,private,NSEO,165,35,91,97,68,33,0.212121212,0.00101906,0.1884221,0.013004187,0.551515152,0.001508208,0.606032616,0.022931694,0.587878788,0.001477301,0.649849958,0.024139556,0.412121212,0.001477301,0.350150042,0.024156104,0.514705882,0.003728115,0.483140812,0.006521793,0.93814433,0.000604474,0.944573651,0.000664291,62,0.375757576,0.001430267,0.324617323,0.022102109,0.911764706,0.001200744,0.937204344,0.001879997,6,0.036363636,0.000213667,0.025532719,0.000547684,0.088235294,0.001200744,0.062795656,0.001882983
2012,private,NSEO,257,35,175,179,78,43,0.13618677,0.000459531,0.1884221,0.013004187,0.680933852,0.000848683,0.606032616,0.022931694,0.696498054,0.000825736,0.649849958,0.024139556,0.303501946,0.000825736,0.350150042,0.024156104,0.448717949,0.003212599,0.483140812,0.006521793,0.977653631,0.000122736,0.944573651,0.000664291,74,0.287937743,0.000800897,0.324617323,0.022102109,0.948717949,0.000631847,0.937204344,0.001879997,4,0.015564202,5.99E-05,0.025532719,0.000547684,0.051282051,0.000631847,0.062795656,0.001882983
2013,private,NSEO,306,40,208,217,89,49,0.130718954,0.000372562,0.1884221,0.013004187,0.679738562,0.000713751,0.606032616,0.022931694,0.709150327,0.00067625,0.649849958,0.024139556,0.290849673,0.00067625,0.350150042,0.024156104,0.449438202,0.002811858,0.483140812,0.006521793,0.958525346,0.000184049,0.944573651,0.000664291,85,0.277777778,0.000657762,0.324617323,0.022102109,0.95505618,0.000487771,0.937204344,0.001879997,4,0.013071895,4.23E-05,0.025532719,0.000547684,0.04494382,0.000487771,0.062795656,0.001882983
2014,private,NSEO,424,30,328,347,77,47,0.070754717,0.000155434,0.1884221,0.013004187,0.773584906,0.000414069,0.606032616,0.022931694,0.818396226,0.000351357,0.649849958,0.024139556,0.181603774,0.000351357,0.350150042,0.024156104,0.38961039,0.003129133,0.483140812,0.006521793,0.945244957,0.000149586,0.944573651,0.000664291,71,0.16745283,0.00032958,0.324617323,0.022102109,0.922077922,0.000945398,0.937204344,0.001879997,6,0.014150943,3.30E-05,0.025532719,0.000547684,0.077922078,0.000945398,0.062795656,0.001882983
2015,private,NSEO,313,56,194,199,114,58,0.178913738,0.000470845,0.1884221,0.013004187,0.619808307,0.000755276,0.606032616,0.022931694,0.635782748,0.000742189,0.649849958,0.024139556,0.364217252,0.000742189,0.350150042,0.024156104,0.49122807,0.002211708,0.483140812,0.006521793,0.974874372,0.000123709,0.944573651,0.000664291,110,0.3514377,0.000730542,0.324617323,0.022102109,0.964912281,0.000299616,0.937204344,0.001879997,4,0.012779553,4.04E-05,0.025532719,0.000547684,0.035087719,0.000299616,0.062795656,0.001882983
2016,private,NSEO,502,55,338,367,135,80,0.109561753,0.000194726,0.1884221,0.013004187,0.673306773,0.000439051,0.606032616,0.022931694,0.731075697,0.000392423,0.649849958,0.024139556,0.268924303,0.000392423,0.350150042,0.024156104,0.407407407,0.001801691,0.483140812,0.006521793,0.920980926,0.000198839,0.944573651,0.000664291,130,0.258964143,0.000383037,0.324617323,0.022102109,0.962962963,0.000266159,0.937204344,0.001879997,5,0.009960159,1.97E-05,0.025532719,0.000547684,0.037037037,0.000266159,0.062795656,0.001882983
2017,private,NSEO,513,53,382,421,92,39,0.10331384,0.000180938,0.1884221,0.013004187,0.744639376,0.00037139,0.606032616,0.022931694,0.820662768,0.000287452,0.649849958,0.024139556,0.179337232,0.000287452,0.350150042,0.024156104,0.576086957,0.002683635,0.483140812,0.006521793,0.90736342,0.000200131,0.944573651,0.000664291,87,0.169590643,0.000275058,0.324617323,0.022102109,0.945652174,0.000564771,0.937204344,0.001879997,5,0.009746589,1.89E-05,0.025532719,0.000547684,0.054347826,0.000564771,0.062795656,0.001882983
2018,private,NSEO,471,48,348,374,97,49,0.101910828,0.000194734,0.1884221,0.013004187,0.738853503,0.00041053,0.606032616,0.022931694,0.794055202,0.000347939,0.649849958,0.024139556,0.205944798,0.000347939,0.350150042,0.024156104,0.494845361,0.00260389,0.483140812,0.006521793,0.930481283,0.000173421,0.944573651,0.000664291,89,0.18895966,0.000326072,0.324617323,0.022102109,0.917525773,0.000788252,0.937204344,0.001879997,8,0.016985138,3.55E-05,0.025532719,0.000547684,0.082474227,0.000788252,0.062795656,0.001882983
2019,private,NSEO,609,35,471,526,83,48,0.057471264,8.91E-05,0.1884221,0.013004187,0.773399015,0.000288245,0.606032616,0.022931694,0.863711002,0.000193609,0.649849958,0.024139556,0.136288998,0.000193609,0.350150042,0.024156104,0.421686747,0.002973988,0.483140812,0.006521793,0.895437262,0.000178342,0.944573651,0.000664291,70,0.114942529,0.00016732,0.324617323,0.022102109,0.843373494,0.00161091,0.937204344,0.001879997,13,0.02134647,3.44E-05,0.025532719,0.000547684,0.156626506,0.00161091,0.062795656,0.001882983
1998,charter,SSEI,0,,,,,,,,0.161709895,0.00215262,,,0.320420517,0.008102918,,,0.39134369,0.014295806,,,0.60865631,0.014294908,,,0.262895104,0.002004615,,,0.825851542,0.004413479,,,,0.502844529,0.008952982,,,0.828118185,0.001076132,,,,0.105811781,0.001203518,,,0.171881815,0.0010755
1999,charter,SSEI,0,,,,,,,,0.161709895,0.00215262,,,0.320420517,0.008102918,,,0.39134369,0.014295806,,,0.60865631,0.014294908,,,0.262895104,0.002004615,,,0.825851542,0.004413479,,,,0.502844529,0.008952982,,,0.828118185,0.001076132,,,,0.105811781,0.001203518,,,0.171881815,0.0010755
2000,charter,SSEI,0,,,,,,,,0.161709895,0.00215262,,,0.320420517,0.008102918,,,0.39134369,0.014295806,,,0.60865631,0.014294908,,,0.262895104,0.002004615,,,0.825851542,0.004413479,,,,0.502844529,0.008952982,,,0.828118185,0.001076132,,,,0.105811781,0.001203518,,,0.171881815,0.0010755
2001,charter,SSEI,0,,,,,,,,0.161709895,0.00215262,,,0.320420517,0.008102918,,,0.39134369,0.014295806,,,0.60865631,0.014294908,,,0.262895104,0.002004615,,,0.825851542,0.004413479,,,,0.502844529,0.008952982,,,0.828118185,0.001076132,,,,0.105811781,0.001203518,,,0.171881815,0.0010755
2002,charter,SSEI,0,,,,,,,,0.161709895,0.00215262,,,0.320420517,0.008102918,,,0.39134369,0.014295806,,,0.60865631,0.014294908,,,0.262895104,0.002004615,,,0.825851542,0.004413479,,,,0.502844529,0.008952982,,,0.828118185,0.001076132,,,,0.105811781,0.001203518,,,0.171881815,0.0010755
2003,charter,SSEI,0,,,,,,,,0.161709895,0.00215262,,,0.320420517,0.008102918,,,0.39134369,0.014295806,,,0.60865631,0.014294908,,,0.262895104,0.002004615,,,0.825851542,0.004413479,,,,0.502844529,0.008952982,,,0.828118185,0.001076132,,,,0.105811781,0.001203518,,,0.171881815,0.0010755
2004,charter,SSEI,0,,,,,,,,0.161709895,0.00215262,,,0.320420517,0.008102918,,,0.39134369,0.014295806,,,0.60865631,0.014294908,,,0.262895104,0.002004615,,,0.825851542,0.004413479,,,,0.502844529,0.008952982,,,0.828118185,0.001076132,,,,0.105811781,0.001203518,,,0.171881815,0.0010755
2005,charter,SSEI,0,,,,,,,,0.161709895,0.00215262,,,0.320420517,0.008102918,,,0.39134369,0.014295806,,,0.60865631,0.014294908,,,0.262895104,0.002004615,,,0.825851542,0.004413479,,,,0.502844529,0.008952982,,,0.828118185,0.001076132,,,,0.105811781,0.001203518,,,0.171881815,0.0010755
2006,charter,SSEI,990,207,320,364,626,419,0.209090909,0.000167211,0.161709895,0.00215262,0.323232323,0.000221186,0.320420517,0.008102918,0.367676768,0.000235076,0.39134369,0.014295806,0.632323232,0.000235076,0.60865631,0.014294908,0.330670927,0.000354124,0.262895104,0.002004615,0.879120879,0.000292748,0.825851542,0.004413479,505,0.51010101,0.000252677,0.502844529,0.008952982,0.806709265,0.000249487,0.828118185,0.001076132,121,0.122222222,0.000108477,0.105811781,0.001203518,0.193290735,0.000249487,0.171881815,0.0010755
2007,charter,SSEI,1025,256,150,204,821,565,0.249756098,0.000182986,0.161709895,0.00215262,0.146341463,0.000121998,0.320420517,0.008102918,0.19902439,0.000155677,0.39134369,0.014295806,0.80097561,0.000155677,0.60865631,0.014294908,0.31181486,0.000261691,0.262895104,0.002004615,0.735294118,0.000958801,0.825851542,0.004413479,647,0.631219512,0.000227326,0.502844529,0.008952982,0.788063337,0.000203682,0.828118185,0.001076132,174,0.169756098,0.000137636,0.105811781,0.001203518,0.211936663,0.000203682,0.171881815,0.0010755
2008,charter,SSEI,830,165,229,254,576,411,0.198795181,0.00019213,0.161709895,0.00215262,0.275903614,0.00024099,0.320420517,0.008102918,0.306024096,0.00025618,0.39134369,0.014295806,0.693975904,0.00025618,0.60865631,0.014294908,0.286458333,0.000355478,0.262895104,0.002004615,0.901574803,0.000350742,0.825851542,0.004413479,506,0.609638554,0.000287068,0.502844529,0.008952982,0.878472222,0.000185667,0.828118185,0.001076132,70,0.084337349,9.32E-05,0.105811781,0.001203518,0.121527778,0.000185667,0.171881815,0.0010755
2009,charter,SSEI,1106,241,319,375,731,490,0.217902351,0.000154227,0.161709895,0.00215262,0.288426763,0.000185735,0.320420517,0.008102918,0.339059675,0.000202804,0.39134369,0.014295806,0.660940325,0.000202804,0.60865631,0.014294908,0.329685363,0.00030273,0.262895104,0.002004615,0.850666667,0.00033966,0.825851542,0.004413479,648,0.585895118,0.000219567,0.502844529,0.008952982,0.886456908,0.000137878,0.828118185,0.001076132,83,0.075045208,6.28E-05,0.105811781,0.001203518,0.113543092,0.000137878,0.171881815,0.0010755
2010,charter,SSEI,1119,204,352,390,729,525,0.18230563,0.000133337,0.161709895,0.00215262,0.314566577,0.000192857,0.320420517,0.008102918,0.348525469,0.000203091,0.39134369,0.014295806,0.651474531,0.000203091,0.60865631,0.014294908,0.279835391,0.000276824,0.262895104,0.002004615,0.902564103,0.000226072,0.825851542,0.004413479,602,0.53798034,0.000222323,0.502844529,0.008952982,0.825788752,0.000197612,0.828118185,0.001076132,127,0.113494191,9.00E-05,0.105811781,0.001203518,0.174211248,0.000197612,0.171881815,0.0010755
2011,charter,SSEI,1799,269,815,963,836,567,0.149527515,7.07E-05,0.161709895,0.00215262,0.453029461,0.000137816,0.320420517,0.008102918,0.535297387,0.00013835,0.39134369,0.014295806,0.464702613,0.00013835,0.60865631,0.014294908,0.321770335,0.000261358,0.262895104,0.002004615,0.846313603,0.000135205,0.825851542,0.004413479,700,0.389105058,0.000132204,0.502844529,0.008952982,0.837320574,0.000163132,0.828118185,0.001076132,136,0.075597554,3.89E-05,0.105811781,0.001203518,0.162679426,0.000163132,0.171881815,0.0010755
2012,charter,SSEI,1288,177,435,487,801,624,0.13742236,9.21E-05,0.161709895,0.00215262,0.337732919,0.000173791,0.320420517,0.008102918,0.37810559,0.000182705,0.39134369,0.014295806,0.62189441,0.000182705,0.60865631,0.014294908,0.220973783,0.00021518,0.262895104,0.002004615,0.893223819,0.000196245,0.825851542,0.004413479,686,0.532608696,0.000193424,0.502844529,0.008952982,0.856429463,0.000153698,0.828118185,0.001076132,115,0.089285714,6.32E-05,0.105811781,0.001203518,0.143570537,0.000153698,0.171881815,0.0010755
2013,charter,SSEI,1132,174,371,457,675,501,0.153710247,0.000115016,0.161709895,0.00215262,0.327738516,0.000194806,0.320420517,0.008102918,0.403710247,0.000212846,0.39134369,0.014295806,0.596289753,0.000212846,0.60865631,0.014294908,0.257777778,0.00028387,0.262895104,0.002004615,0.811816193,0.000335023,0.825851542,0.004413479,559,0.493816254,0.00022101,0.502844529,0.008952982,0.828148148,0.000211155,0.828118185,0.001076132,116,0.102473498,8.13E-05,0.105811781,0.001203518,0.171851852,0.000211155,0.171881815,0.0010755
2014,charter,SSEI,1980,335,471,557,1423,1088,0.169191919,7.10E-05,0.161709895,0.00215262,0.237878788,9.16E-05,0.320420517,0.008102918,0.281313131,0.000102161,0.39134369,0.014295806,0.718686869,0.000102161,0.60865631,0.014294908,0.235418131,0.00012658,0.262895104,0.002004615,0.845601436,0.00023482,0.825851542,0.004413479,1110,0.560606061,0.00012447,0.502844529,0.008952982,0.780042164,0.000120658,0.828118185,0.001076132,313,0.158080808,6.73E-05,0.105811781,0.001203518,0.219957836,0.000120658,0.171881815,0.0010755
2015,charter,SSEI,3950,618,1048,1185,2765,2147,0.156455696,3.34E-05,0.161709895,0.00215262,0.265316456,4.94E-05,0.320420517,0.008102918,0.3,5.32E-05,0.39134369,0.014295806,0.7,5.32E-05,0.60865631,0.014294908,0.223508137,6.28E-05,0.262895104,0.002004615,0.884388186,8.64E-05,0.825851542,0.004413479,2204,0.557974684,6.25E-05,0.502844529,0.008952982,0.797106691,5.85E-05,0.828118185,0.001076132,561,0.142025316,3.09E-05,0.105811781,0.001203518,0.202893309,5.85E-05,0.171881815,0.0010755
2016,charter,SSEI,3109,485,757,958,2151,1666,0.155998713,4.24E-05,0.161709895,0.00215262,0.243486652,5.93E-05,0.320420517,0.008102918,0.308137665,6.86E-05,0.39134369,0.014295806,0.691862335,6.86E-05,0.60865631,0.014294908,0.225476523,8.12E-05,0.262895104,0.002004615,0.790187891,0.00017324,0.825851542,0.004413479,1721,0.553554197,7.95E-05,0.502844529,0.008952982,0.80009298,7.44E-05,0.828118185,0.001076132,430,0.138308138,3.83E-05,0.105811781,0.001203518,0.19990702,7.44E-05,0.171881815,0.0010755
2017,charter,SSEI,3344,369,1217,1749,1595,1226,0.11034689,2.94E-05,0.161709895,0.00215262,0.363935407,6.92E-05,0.320420517,0.008102918,0.523026316,7.46E-05,0.39134369,0.014295806,0.476973684,7.46E-05,0.60865631,0.014294908,0.231347962,0.00011156,0.262895104,0.002004615,0.695826186,0.000121082,0.825851542,0.004413479,1312,0.392344498,7.13E-05,0.502844529,0.008952982,0.822570533,9.16E-05,0.828118185,0.001076132,283,0.084629187,2.32E-05,0.105811781,0.001203518,0.177429467,9.16E-05,0.171881815,0.0010755
2018,charter,SSEI,1164,116,477,640,524,408,0.099656357,7.71E-05,0.161709895,0.00215262,0.409793814,0.000207965,0.320420517,0.008102918,0.549828179,0.000212826,0.39134369,0.014295806,0.450171821,0.000212826,0.60865631,0.014294908,0.221374046,0.000329575,0.262895104,0.002004615,0.7453125,0.000297061,0.825851542,0.004413479,448,0.384879725,0.000203566,0.502844529,0.008952982,0.854961832,0.000237098,0.828118185,0.001076132,76,0.065292096,5.25E-05,0.105811781,0.001203518,0.145038168,0.000237098,0.171881815,0.0010755
2019,charter,SSEI,1003,74,500,641,362,288,0.073778664,6.82E-05,0.161709895,0.00215262,0.498504487,0.000249499,0.320420517,0.008102918,0.639082752,0.000230196,0.39134369,0.014295806,0.360917248,0.000230196,0.60865631,0.014294908,0.20441989,0.000450505,0.262895104,0.002004615,0.780031201,0.000268098,0.825851542,0.004413479,301,0.300099701,0.000209621,0.502844529,0.008952982,0.831491713,0.000388125,0.828118185,0.001076132,61,0.060817547,5.70E-05,0.105811781,0.001203518,0.168508287,0.000388125,0.171881815,0.0010755
1998,private,SSEI,0,,,,,,,,0.218476497,0.001365782,,,0.102844633,0.001744863,,,0.18110505,0.002451425,,,0.81889495,0.002452337,,,0.267352987,0.002137472,,,0.561798389,0.017894192,,,,0.706147824,0.001906106,,,0.86292519,0.001324627,,,,0.112747126,0.001056161,,,0.13707481,0.001324319
1999,private,SSEI,0,,,,,,,,0.218476497,0.001365782,,,0.102844633,0.001744863,,,0.18110505,0.002451425,,,0.81889495,0.002452337,,,0.267352987,0.002137472,,,0.561798389,0.017894192,,,,0.706147824,0.001906106,,,0.86292519,0.001324627,,,,0.112747126,0.001056161,,,0.13707481,0.001324319
2000,private,SSEI,0,,,,,,,,0.218476497,0.001365782,,,0.102844633,0.001744863,,,0.18110505,0.002451425,,,0.81889495,0.002452337,,,0.267352987,0.002137472,,,0.561798389,0.017894192,,,,0.706147824,0.001906106,,,0.86292519,0.001324627,,,,0.112747126,0.001056161,,,0.13707481,0.001324319
2001,private,SSEI,0,,,,,,,,0.218476497,0.001365782,,,0.102844633,0.001744863,,,0.18110505,0.002451425,,,0.81889495,0.002452337,,,0.267352987,0.002137472,,,0.561798389,0.017894192,,,,0.706147824,0.001906106,,,0.86292519,0.001324627,,,,0.112747126,0.001056161,,,0.13707481,0.001324319
2002,private,SSEI,0,,,,,,,,0.218476497,0.001365782,,,0.102844633,0.001744863,,,0.18110505,0.002451425,,,0.81889495,0.002452337,,,0.267352987,0.002137472,,,0.561798389,0.017894192,,,,0.706147824,0.001906106,,,0.86292519,0.001324627,,,,0.112747126,0.001056161,,,0.13707481,0.001324319
2003,private,SSEI,0,,,,,,,,0.218476497,0.001365782,,,0.102844633,0.001744863,,,0.18110505,0.002451425,,,0.81889495,0.002452337,,,0.267352987,0.002137472,,,0.561798389,0.017894192,,,,0.706147824,0.001906106,,,0.86292519,0.001324627,,,,0.112747126,0.001056161,,,0.13707481,0.001324319
2004,private,SSEI,0,,,,,,,,0.218476497,0.001365782,,,0.102844633,0.001744863,,,0.18110505,0.002451425,,,0.81889495,0.002452337,,,0.267352987,0.002137472,,,0.561798389,0.017894192,,,,0.706147824,0.001906106,,,0.86292519,0.001324627,,,,0.112747126,0.001056161,,,0.13707481,0.001324319
2005,private,SSEI,0,,,,,,,,0.218476497,0.001365782,,,0.102844633,0.001744863,,,0.18110505,0.002451425,,,0.81889495,0.002452337,,,0.267352987,0.002137472,,,0.561798389,0.017894192,,,,0.706147824,0.001906106,,,0.86292519,0.001324627,,,,0.112747126,0.001056161,,,0.13707481,0.001324319
2006,private,SSEI,1221,301,121,170,1051,750,0.246519247,0.000152252,0.218476497,0.001365782,0.099099099,7.32E-05,0.102844633,0.001744863,0.139230139,9.82E-05,0.18110505,0.002451425,0.860769861,9.82E-05,0.81889495,0.002452337,0.286393911,0.00019464,0.267352987,0.002137472,0.711764706,0.001213939,0.561798389,0.017894192,918,0.751842752,0.000152931,0.706147824,0.001906106,0.873453853,0.000105269,0.86292519,0.001324627,133,0.108927109,7.96E-05,0.112747126,0.001056161,0.126546147,0.000105269,0.13707481,0.001324319
2007,private,SSEI,1591,372,124,181,1410,1038,0.233815211,0.00011267,0.218476497,0.001365782,0.077938404,4.52E-05,0.102844633,0.001744863,0.113764928,6.34E-05,0.18110505,0.002451425,0.886235072,6.34E-05,0.81889495,0.002452337,0.263829787,0.000137845,0.267352987,0.002137472,0.685082873,0.00119858,0.561798389,0.017894192,1217,0.764927718,0.00011309,0.706147824,0.001906106,0.863120567,8.38E-05,0.86292519,0.001324627,193,0.121307354,6.70E-05,0.112747126,0.001056161,0.136879433,8.38E-05,0.13707481,0.001324319
2008,private,SSEI,1203,247,151,228,975,728,0.205320033,0.000135744,0.218476497,0.001365782,0.125519534,9.13E-05,0.102844633,0.001744863,0.189526185,0.000127792,0.18110505,0.002451425,0.810473815,0.000127792,0.81889495,0.002452337,0.253333333,0.000194205,0.267352987,0.002137472,0.662280702,0.000985308,0.561798389,0.017894192,865,0.719035744,0.000168073,0.706147824,0.001906106,0.887179487,0.000102764,0.86292519,0.001324627,110,0.091438071,6.91E-05,0.112747126,0.001056161,0.112820513,0.000102764,0.13707481,0.001324319
2009,private,SSEI,1041,217,94,212,829,612,0.20845341,0.000158654,0.218476497,0.001365782,0.090297791,7.90E-05,0.102844633,0.001744863,0.203650336,0.000155939,0.18110505,0.002451425,0.796349664,0.000155939,0.81889495,0.002452337,0.261761158,0.000233384,0.267352987,0.002137472,0.443396226,0.001169649,0.561798389,0.017894192,749,0.71950048,0.000194057,0.706147824,0.001906106,0.903498191,0.000105301,0.86292519,0.001324627,80,0.076849183,6.82E-05,0.112747126,0.001056161,0.096501809,0.000105301,0.13707481,0.001324319
2010,private,SSEI,1117,313,108,191,926,613,0.280214861,0.00018073,0.218476497,0.001365782,0.096687556,7.83E-05,0.102844633,0.001744863,0.170993733,0.00012702,0.18110505,0.002451425,0.829006267,0.00012702,0.81889495,0.002452337,0.338012959,0.000241903,0.267352987,0.002137472,0.565445026,0.001293247,0.561798389,0.017894192,864,0.773500448,0.000156987,0.706147824,0.001906106,0.933045356,6.75E-05,0.86292519,0.001324627,62,0.055505819,4.70E-05,0.112747126,0.001056161,0.066954644,6.75E-05,0.13707481,0.001324319
2011,private,SSEI,1283,353,124,213,1070,717,0.275136399,0.000155567,0.218476497,0.001365782,0.09664848,6.81E-05,0.102844633,0.001744863,0.166017147,0.000108,0.18110505,0.002451425,0.833982853,0.000108,0.81889495,0.002452337,0.329906542,0.000206799,0.267352987,0.002137472,0.582159624,0.001147405,0.561798389,0.017894192,923,0.719407638,0.000157457,0.706147824,0.001906106,0.862616822,0.00011086,0.86292519,0.001324627,147,0.114575214,7.91E-05,0.112747126,0.001056161,0.137383178,0.00011086,0.13707481,0.001324319
