"Year","User","Rpt_Area","TotalRF_n","YE_n","Black_n","Pelagic_n","Nonpel_n","NotYE_Nonpel_n","pYE","var_pYE","pYE_avgRptArea","var_pYE_avgRptArea","pBRF","var_pBRF","pBRF_avgRptArea","var_pBRF_avgRptArea","pPel","var_pPel","pPel_avgRptArea","var_pPel_avgRptArea","pNonpel","var_pNonpel","pNonpel_avgRptArea","var_pNonpel_avgRptArea","pYEinNonpel","var_pYEinNonpel","pYEinNonpel_avgRptArea","var_pYEinNonpel_avgRptArea","pBRFinPel","varBRFinPel","pBRFinPel_avgRptArea","var_pBRFinPel_avgRptArea"
2008,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"charter","WESTSIDE",9,4,4,5,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,"private","AFOGNAK",16,0,13,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"private","AFOGNAK",28,7,4,21,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"private","AFOGNAK",7,0,4,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"private","AFOGNAK",6,6,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"private","AFOGNAK",5,0,4,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"private","AFOGNAK",7,0,1,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"private","AFOGNAK",2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"private","AFOGNAK",16,2,14,14,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"private","AFOGNAK",20,0,12,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"private","AFOGNAK",8,1,7,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"private","AFOGNAK",4,3,0,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"private","AFOGNAK",31,1,17,28,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"private","AFOGNAK",27,17,7,10,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,"private","AFOGNAK",1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,"private","AFOGNAK",0,0,0,0,0,0,NA,NA,0.114557823129252,3.20997734279237e-05,NA,NA,0.548027210884354,0.00310399224465801,NA,NA,0.856802721088435,4.72247015630559e-05,NA,NA,0.143197278911565,4.84991127459544e-05,NA,NA,NA,NA,NA,NA,0.638646895273401,0.00352471230872562
2023,"private","AFOGNAK",15,9,5,5,10,1,0.6,0.0171428571428571,0.114557823129252,3.20997734279237e-05,0.333333333333333,0.0158730158730159,0.548027210884354,0.00310399224465801,0.333333333333333,0.0158730158730159,0.856802721088435,4.72247015630559e-05,0.666666666666667,0.0158730158730159,0.143197278911565,4.84991127459544e-05,0.9,0.01,NA,NA,1,0,0.638646895273401,0.00352471230872562
1993,"private","CI",6,0,4,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"private","CI",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"private","CI",7,0,3,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"private","CI",13,0,2,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"private","CI",32,2,17,30,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"private","CI",27,0,16,27,0,0,NA,NA,0.0160678615847431,0.000305883772384672,NA,NA,0.42417996311218,0.029257475540852,NA,NA,0.96636533224366,0.000758867921263573,NA,NA,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,NA,NA,0.439524075338429,0.0307908339112672
1999,"private","CI",60,0,39,59,1,1,0,0,0.0160678615847431,0.000305883772384672,0.65,0.00385593220338983,0.42417996311218,0.029257475540852,0.983333333333333,0.000277777777777779,0.96636533224366,0.000758867921263573,0.0166666666666667,0.000277777777777778,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.661016949152542,0.00386333693251048,0.439524075338429,0.0307908339112672
2000,"private","CI",41,0,27,41,0,0,NA,NA,0.0160678615847431,0.000305883772384672,NA,NA,0.42417996311218,0.029257475540852,NA,NA,0.96636533224366,0.000758867921263573,NA,NA,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,NA,NA,0.439524075338429,0.0307908339112672
2001,"private","CI",56,0,30,55,1,1,0,0,0.0160678615847431,0.000305883772384672,0.535714285714286,0.00452226345083488,0.42417996311218,0.029257475540852,0.982142857142857,0.000318877551020409,0.96636533224366,0.000758867921263573,0.0178571428571429,0.000318877551020408,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.545454545454545,0.00459136822773186,0.439524075338429,0.0307908339112672
2002,"private","CI",32,0,10,32,0,0,NA,NA,0.0160678615847431,0.000305883772384672,NA,NA,0.42417996311218,0.029257475540852,NA,NA,0.96636533224366,0.000758867921263573,NA,NA,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,NA,NA,0.439524075338429,0.0307908339112672
2003,"private","CI",41,0,26,40,1,1,NA,NA,0.0160678615847431,0.000305883772384672,NA,NA,0.42417996311218,0.029257475540852,NA,NA,0.96636533224366,0.000758867921263573,NA,NA,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,NA,NA,0.439524075338429,0.0307908339112672
2004,"private","CI",30,1,5,27,3,2,NA,NA,0.0160678615847431,0.000305883772384672,NA,NA,0.42417996311218,0.029257475540852,NA,NA,0.96636533224366,0.000758867921263573,NA,NA,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,NA,NA,0.439524075338429,0.0307908339112672
2005,"private","CI",25,1,14,24,1,0,NA,NA,0.0160678615847431,0.000305883772384672,NA,NA,0.42417996311218,0.029257475540852,NA,NA,0.96636533224366,0.000758867921263573,NA,NA,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,NA,NA,0.439524075338429,0.0307908339112672
2006,"private","CI",12,1,2,10,2,1,NA,NA,0.0160678615847431,0.000305883772384672,NA,NA,0.42417996311218,0.029257475540852,NA,NA,0.96636533224366,0.000758867921263573,NA,NA,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,NA,NA,0.439524075338429,0.0307908339112672
2007,"private","CI",22,0,8,22,0,0,NA,NA,0.0160678615847431,0.000305883772384672,NA,NA,0.42417996311218,0.029257475540852,NA,NA,0.96636533224366,0.000758867921263573,NA,NA,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,NA,NA,0.439524075338429,0.0307908339112672
2008,"private","CI",26,0,14,26,0,0,NA,NA,0.0160678615847431,0.000305883772384672,NA,NA,0.42417996311218,0.029257475540852,NA,NA,0.96636533224366,0.000758867921263573,NA,NA,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,NA,NA,0.439524075338429,0.0307908339112672
2009,"private","CI",103,0,14,103,0,0,0,0,0.0160678615847431,0.000305883772384672,0.135922330097087,0.00115144559096143,0.42417996311218,0.029257475540852,1,0,0.96636533224366,0.000758867921263573,0,0,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.135922330097087,0.00115144559096143,0.439524075338429,0.0307908339112672
2010,"private","CI",165,0,37,164,1,1,0,0,0.0160678615847431,0.000305883772384672,0.224242424242424,0.00106071804519698,0.42417996311218,0.029257475540852,0.993939393939394,3.67309458218552e-05,0.96636533224366,0.000758867921263573,0.00606060606060606,3.67309458218549e-05,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.225609756097561,0.0010718404543016,0.439524075338429,0.0307908339112672
2011,"private","CI",150,3,52,141,9,6,0.02,0.000131543624161074,0.0160678615847431,0.000305883772384672,0.346666666666667,0.00152005965697241,0.42417996311218,0.029257475540852,0.94,0.000378523489932886,0.96636533224366,0.000758867921263573,0.06,0.000378523489932886,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.368794326241135,0.00166275050838202,0.439524075338429,0.0307908339112672
2012,"private","CI",63,1,32,62,1,0,0.0158730158730159,0.000251952632905014,0.0160678615847431,0.000305883772384672,0.507936507936508,0.00403124212648022,0.42417996311218,0.029257475540852,0.984126984126984,0.000251952632905015,0.96636533224366,0.000758867921263573,0.0158730158730159,0.000251952632905014,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.516129032258065,0.00409409597243309,0.439524075338429,0.0307908339112672
2013,"private","CI",78,4,31,71,7,3,0.0512820512820513,0.000631846785692939,0.0160678615847431,0.000305883772384672,0.397435897435897,0.00311013772552234,0.42417996311218,0.029257475540852,0.91025641025641,0.00106090490705875,0.96636533224366,0.000758867921263573,0.0897435897435897,0.00106090490705875,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.436619718309859,0.00351404199846969,0.439524075338429,0.0307908339112672
2014,"private","CI",121,4,37,117,4,0,0.0330578512396694,0.000266375247592378,0.0160678615847431,0.000305883772384672,0.305785123966942,0.00176900484939553,0.42417996311218,0.029257475540852,0.966942148760331,0.000266375247592378,0.96636533224366,0.000758867921263573,0.0330578512396694,0.000266375247592378,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.316239316239316,0.00186406906123971,0.439524075338429,0.0307908339112672
2015,"private","CI",158,4,50,152,6,2,0.0253164556962025,0.0001571689985171,0.0160678615847431,0.000305883772384672,0.316455696202532,0.00137778018180575,0.42417996311218,0.029257475540852,0.962025316455696,0.000232691764038304,0.96636533224366,0.000758867921263573,0.0379746835443038,0.000232691764038304,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.328947368421053,0.0014618609088074,0.439524075338429,0.0307908339112672
2016,"private","CI",107,0,39,105,2,2,0,0,0.0160678615847431,0.000305883772384672,0.364485981308411,0.00218524481828354,0.42417996311218,0.029257475540852,0.981308411214953,0.000173039748054127,0.96636533224366,0.000758867921263573,0.0186915887850467,0.000173039748054127,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.371428571428571,0.00224489795918367,0.439524075338429,0.0307908339112672
2017,"private","CI",81,3,34,75,6,3,0.037037037037037,0.000445816186556927,0.0160678615847431,0.000305883772384672,0.419753086419753,0.00304450541076055,0.42417996311218,0.029257475540852,0.925925925925926,0.000857338820301783,0.96636533224366,0.000758867921263573,0.0740740740740741,0.000857338820301783,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.453333333333333,0.00334894894894895,0.439524075338429,0.0307908339112672
2018,"private","CI",171,3,98,164,7,4,0.0175438596491228,0.00010138866257491,0.0160678615847431,0.000305883772384672,0.573099415204678,0.00143915573821608,0.42417996311218,0.029257475540852,0.95906432748538,0.00023094084253174,0.96636533224366,0.000758867921263573,0.0409356725146199,0.000230940842531739,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.597560975609756,0.00147534881004953,0.439524075338429,0.0307908339112672
2019,"private","CI",228,2,168,222,6,4,0.0087719298245614,3.83038901837638e-05,0.0160678615847431,0.000305883772384672,0.736842105263158,0.000854210648345882,0.42417996311218,0.029257475540852,0.973684210526316,0.000112877835674277,0.96636533224366,0.000758867921263573,0.0263157894736842,0.000112877835674277,0.0336346677563399,0.000759284122584669,NA,NA,NA,NA,0.756756756756757,0.000832922931492089,0.439524075338429,0.0307908339112672
2020,"private","CI",76,4,65,72,4,0,0.0526315789473684,0.000664819944598338,NA,NA,0.855263157894737,0.00165050784856879,NA,NA,0.947368421052632,0.000664819944598339,NA,NA,0.0526315789473684,0.000664819944598338,NA,NA,NA,NA,NA,NA,0.902777777777778,0.00123619805251261,NA,NA
2021,"private","CI",82,2,48,76,6,4,0.024390243902439,0.00029376987536813,NA,NA,0.585365853658537,0.00299645272875493,NA,NA,0.926829268292683,0.000837244144799171,NA,NA,0.0731707317073171,0.000837244144799172,NA,NA,NA,NA,NA,NA,0.631578947368421,0.00310249307479224,NA,NA
2022,"private","CI",126,1,46,119,7,6,0.00793650793650794,6.29881582262535e-05,0.0271195685698985,7.49430952437019e-05,0.365079365079365,0.0018543713781809,0.417818167012301,0.000978690226431773,0.944444444444444,0.000419753086419753,0.946187357740129,0.000101339350031126,0.0555555555555556,0.000419753086419753,0.0538126422598707,9.2242513287127e-05,0.142857142857143,0.0204081632653061,NA,NA,0.38655462184874,0.0020095775099671,0.441744661248308,0.0010419950764388
2023,"private","CI",43,7,24,33,10,3,0.162790697674419,0.00324499729583559,0.0271195685698985,7.49430952437019e-05,0.558139534883721,0.00587189986865487,0.417818167012301,0.000978690226431773,0.767441860465116,0.00424940122073708,0.946187357740129,0.000101339350031126,0.232558139534884,0.00424940122073708,0.0538126422598707,9.2242513287127e-05,0.7,0.0233333333333333,NA,NA,0.727272727272727,0.00619834710743802,0.441744661248308,0.0010419950764388
1993,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"private","EASTSIDE",1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"private","EASTSIDE",11,0,11,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"private","EASTSIDE",10,0,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"private","EASTSIDE",4,0,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"private","EASTSIDE",1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"private","EASTSIDE",16,0,16,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"private","EASTSIDE",25,0,24,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"private","EASTSIDE",2,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,0.0351890756302521,0.000176782196881137,NA,NA,0.873424369747899,0.000560412397769123,NA,NA,0.955882352941176,0.000353150794852474,NA,NA,0.0441176470588235,0.000409882973680551,NA,NA,NA,NA,NA,NA,0.913461538461539,4.58697417832035e-05
2023,"private","EASTSIDE",0,0,0,0,0,0,NA,NA,0.0351890756302521,0.000176782196881137,NA,NA,0.873424369747899,0.000560412397769123,NA,NA,0.955882352941176,0.000353150794852474,NA,NA,0.0441176470588235,0.000409882973680551,NA,NA,NA,NA,NA,NA,0.913461538461539,4.58697417832035e-05
1993,"private","NG",109,17,61,71,38,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"private","NG",68,2,58,59,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"private","NG",84,25,31,32,52,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"private","NG",48,5,32,37,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"private","NG",132,17,112,114,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
