gLicNum,regnum,BusinessName,HomePort,logbooknum,vesselID,vesselName,logpagenum,logdate,starttime,port_SiteStart,port_Site,page_Num,totalPages,port_reg,port_swhs,port_iphc,Port_Hal_Area,prime_Salm,salm_reg,salm_swhs,salm_iphc,prime_Bott,bott_reg,bott_swhs,bott_iphc,iphc,swhs,region,t_Anglers,thrs_salm,thrs_Bott,nClient,rClient,comp,crew,UnknownClientType,kingLKept,kingLRel,kingSKept,kingSRel,cohoKept,cohoRel,sockKept,OtherSalmonKept,halKept,halRel,HalGAF,lingKept,lingRel,pRockKept,pRockRel,yRockKept,YRockRel,ORockKept,oRockRel,SableKept,SableRel,sharkKept,OtherKept
11535,11536,Game Creek Guides LLC,HOONAH,2511536,AK6474AW,KRAKEN,187,6/24/2025,4:PM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,4,NULL,3,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11535,11536,Game Creek Guides LLC,HOONAH,2511536,AK6474AW,KRAKEN,232,6/25/2025,11:AM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,6,NULL,3,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,6,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15453,11536,Game Creek Guides LLC,HOONAH,2511536,AK8073AL,PIPELINER,138,6/26/2025,11:AM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114300,SE,G ,2C,2C,G ,SE,6,NULL,3,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15453,11536,Game Creek Guides LLC,HOONAH,2511536,AK8073AL,PIPELINER,139,6/30/2025,12:PM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114300,SE,G ,2C,2C,G ,SE,6,NULL,3,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15453,11536,Game Creek Guides LLC,HOONAH,2511536,AK8073AL,PIPELINER,152,7/9/2025,3:PM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,4,NULL,3,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15453,11536,Game Creek Guides LLC,HOONAH,2511536,AK8073AL,PIPELINER,162,7/16/2025,8:PM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,6,NULL,3,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15453,11536,Game Creek Guides LLC,HOONAH,2511536,AK8073AL,PIPELINER,165,7/19/2025,12:PM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,6,NULL,3,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15453,11536,Game Creek Guides LLC,HOONAH,2511536,AK8073AL,PIPELINER,168,7/21/2025,9:PM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,6,NULL,3,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15453,11536,Game Creek Guides LLC,HOONAH,2511536,AK8073AL,PIPELINER,173,7/23/2025,5:PM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,6,NULL,3,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11535,11536,Game Creek Guides LLC,HOONAH,2511536,AK6474AW,KRAKEN,246,7/28/2025,6:PM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,4,NULL,3,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15453,11536,Game Creek Guides LLC,HOONAH,2511536,AK8073AL,PIPELINER,193,7/30/2025,11:AM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,6,NULL,3,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,NULL,NULL,NULL,NULL
11535,11536,Game Creek Guides LLC,HOONAH,2511536,AK6474AW,KRAKEN,250,7/30/2025,4:PM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,3,NULL,3,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15453,11536,Game Creek Guides LLC,HOONAH,2511536,AK8073AL,PIPELINER,196,8/2/2025,4:PM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,4,NULL,3,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15453,11536,Game Creek Guides LLC,HOONAH,2511536,AK8073AL,PIPELINER,197,8/3/2025,11:AM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,6,NULL,3,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15453,11536,Game Creek Guides LLC,HOONAH,2511536,AK8073AL,PIPELINER,202,8/6/2025,4:PM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,5,NULL,3,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15453,11536,Game Creek Guides LLC,HOONAH,2511536,AK8073AL,PIPELINER,220,8/20/2025,11:AM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,6,NULL,3,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11535,11536,Game Creek Guides LLC,HOONAH,2511536,AK6474AW,KRAKEN,269,8/27/2025,5:PM,NULL,HOONAH,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114270,SE,G ,2C,2C,G ,SE,6,NULL,3,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,124,6/6/2025,4:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,4,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22462,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK4898AM,MAVERICK,120,6/8/2025,11:AM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,4,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17728,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2289AC,ALASKA SPIRIT,130,6/13/2025,4:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,8,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17728,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2289AC,ALASKA SPIRIT,137,6/15/2025,2:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,148,6/15/2025,5:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,162,6/19/2025,2:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20949,11541,DISCOVER ALASKA LLC,SEWARD,2511541,AK5520AJ,FAIR CHASE,142,6/20/2025,4:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,7,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,165,6/22/2025,12:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,5,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,194,7/4/2025,2:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22462,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK4898AM,MAVERICK,211,7/13/2025,4:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,216,7/17/2025,12:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,4,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20949,11541,DISCOVER ALASKA LLC,SEWARD,2511541,AK5520AJ,FAIR CHASE,238,7/20/2025,4:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,227,7/21/2025,10:AM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,4,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22462,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK4898AM,MAVERICK,235,7/21/2025,8:AM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,5,NULL,2,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17728,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2289AC,ALASKA SPIRIT,242,7/25/2025,4:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,244,7/26/2025,3:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17728,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2289AC,ALASKA SPIRIT,246,7/27/2025,6:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,249,7/28/2025,12:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,7,4,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17728,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,255,7/30/2025,2:PM,NULL,ANCHOR POINT,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,515831,SC,P ,3A,3A,P ,SC,6,NULL,4,5,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,0,12,0,5,0,1,0,NULL,NULL,NULL,NULL
22462,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK4898AM,MAVERICK,269,7/31/2025,10:AM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,5,NULL,4,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20949,11541,DISCOVER ALASKA LLC,SEWARD,2511541,AK5520AJ,FAIR CHASE,277,8/1/2025,1:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20949,11541,DISCOVER ALASKA LLC,SEWARD,2511541,AK5520AJ,FAIR CHASE,278,8/2/2025,2:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,5,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20949,11541,DISCOVER ALASKA LLC,SEWARD,2511541,AK5520AJ,FAIR CHASE,280,8/4/2025,4:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,5,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,268,8/4/2025,6:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17728,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2289AC,ALASKA SPIRIT,293,8/14/2025,12:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,300,8/17/2025,8:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,5,NULL,9,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,330,9/1/2025,2:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,4,NULL,4,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12127,11541,DISCOVER ALASKA LLC,DEEP CREEK,2511541,AK2581AX,GRINCH,337,9/7/2025,1:PM,NULL,DEEP CREEK,1,1,SC,P ,3A,CCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,6,1,5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11542,11543,Khaz Charters LLC,SITKA,2511543,AK7364P,FINN,105,5/28/2025,3:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113311,SE,D ,2C,113311,SE,D ,2C,2C,D ,SE,2,2,4,1,1,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,3,NULL,NULL,0,9,NULL,NULL,NULL,NULL
11542,11543,Khaz Charters LLC,SITKA,2511543,AK7364P,FINN,106,5/29/2025,4:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113311,SE,D ,2C,113311,SE,D ,2C,2C,D ,SE,4,4,2,0,0,4,0,0,2,0,0,1,NULL,NULL,NULL,0,NULL,NULL,NULL,2,4,5,0,NULL,NULL,0,17,NULL,NULL,NULL,NULL
11542,11543,Khaz Charters LLC,SITKA,2511543,AK7364P,FINN,108,5/31/2025,2:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113416,SE,D ,2C,113416,SE,D ,2C,2C,D ,SE,4,3,2,0,0,4,0,0,1,1,0,1,NULL,NULL,NULL,0,4,8,NULL,1,0,8,8,NULL,NULL,0,3,NULL,NULL,NULL,NULL
11542,11543,Khaz Charters LLC,SITKA,2511543,AK7364P,FINN,112,6/11/2025,5:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113311,SE,D ,2C,113311,SE,D ,2C,2C,D ,SE,4,6,1,4,0,0,0,0,3,7,0,1,NULL,NULL,NULL,1,0,2,NULL,0,1,8,2,NULL,NULL,0,9,NULL,NULL,NULL,NULL
11542,11543,Khaz Charters LLC,SITKA,2511543,AK7364P,FINN,119,6/19/2025,2:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113311,SE,D ,2C,NULL,NULL,NULL,NULL,2C,D ,SE,3,5,NULL,3,0,0,0,0,3,4,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11542,11543,Khaz Charters LLC,SITKA,2511543,AK7364P,FINN,138,8/6/2025,3:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113311,SE,D ,2C,113311,SE,D ,2C,2C,D ,SE,3,5,1,2,1,0,0,0,3,5,NULL,NULL,7,0,NULL,2,NULL,NULL,NULL,1,0,6,2,NULL,NULL,0,3,NULL,NULL,NULL,NULL
11542,11543,Khaz Charters LLC,SITKA,2511543,AK7364P,FINN,141,8/10/2025,3:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113412,SE,D ,2C,NULL,NULL,NULL,NULL,2C,D ,SE,2,5,NULL,2,0,0,0,0,NULL,NULL,NULL,NULL,12,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11560,11561,Never Monday Charters LLC,SKAGWAY,2511561,AK6287AN,NEVER MONDAY,127,7/4/2025,12:PM,NULL,SKAGWAY,1,1,SE,F1,2C,F    ,115342,SE,F1,2C,NULL,NULL,NULL,NULL,2C,F1,SE,6,5,NULL,6,0,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11560,11561,Never Monday Charters LLC,SKAGWAY,2511561,AK6287AN,NEVER MONDAY,133,7/15/2025,1:PM,NULL,SKAGWAY,1,1,SE,F1,2C,F    ,115342,SE,F1,2C,NULL,NULL,NULL,NULL,2C,F1,SE,2,4,NULL,2,0,0,0,0,0,11,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11560,11561,Never Monday Charters LLC,SKAGWAY,2511561,AK6287AN,NEVER MONDAY,141,7/28/2025,1:PM,NULL,SKAGWAY,1,1,SE,F1,2C,F    ,115342,SE,F1,2C,NULL,NULL,NULL,NULL,2C,F1,SE,2,4,NULL,2,0,0,0,0,0,6,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11560,11561,Never Monday Charters LLC,SKAGWAY,2511561,AK6287AN,NEVER MONDAY,154,8/14/2025,1:PM,NULL,SKAGWAY,1,1,SE,F1,2C,F    ,115342,SE,F1,2C,NULL,NULL,NULL,NULL,2C,F1,SE,4,5,NULL,4,0,0,0,0,NULL,NULL,0,7,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11560,11561,Never Monday Charters LLC,SKAGWAY,2511561,AK6287AN,NEVER MONDAY,152,8/17/2025,12:PM,NULL,SKAGWAY,1,1,SE,F1,2C,F    ,115342,SE,F1,2C,NULL,NULL,NULL,NULL,2C,F1,SE,1,4,NULL,0,0,0,1,0,0,5,0,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11560,11561,Never Monday Charters LLC,SKAGWAY,2511561,AK6287AN,NEVER MONDAY,159,9/2/2025,1:PM,NULL,SKAGWAY,1,1,SE,F1,2C,F    ,115342,SE,F1,2C,NULL,NULL,NULL,NULL,2C,F1,SE,5,4,NULL,5,0,0,0,0,0,8,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11593,11594,NORDIC YACHT CHARTERS,KETCHIKAN/SITKA/JUNEAU,2511594,AK6034AC,GROCERY BOY,109,8/14/2025,11:AM,NULL,KETCHIKAN,1,1,SE,A ,2C,A    ,102802,SE,C ,2C,NULL,NULL,NULL,NULL,2C,A ,SE,4,1,NULL,0,4,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11598,11599,FISH N' CHIPS CHARTERS,KODIAK,2511599,AK1846M,FISH HAWK,101,5/24/2025,2:PM,NULL,KODIAK,1,1,SC,Q ,3A,Q3A  ,NULL,NULL,NULL,NULL,525733,SC,Q ,3A,3A,Q ,SC,4,NULL,3,0,4,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,0,NULL,NULL,NULL,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
